,Word,Dominant Perceptual,Exclusivity Perceptual,Strength Perceptual
328,yet_RB,Auditory,0.268656716,1.294117647
329,more_RB,Visual,0.240506329,3.0588235289999997
330,never_RB,Interoceptive,0.326086957,2.1875
331,musty_JJ,Olfactory,0.554054054,4.25
332,terrible_JJ,Interoceptive,0.158208955,2.64516129
333,recall_VB,Interoceptive,0.279411765,2.588235294
334,burning_NN,Visual,0.18944099399999997,4.1578947369999995
335,miss_VB,Visual,0.333333333,2.55
336,earth_NN,Visual,0.3,4.333333333
337,soap_NN,Haptic,0.321428571,3.952380952
338,first_RB,Visual,0.41228070200000005,3.1875
339,problem_NN,Visual,0.385542169,3.611111111
340,as_RB,Auditory,0.31147541,1.294117647
341,noise_NN,Auditory,0.616883117,5.0
342,woman_NN,Visual,0.19682539699999999,4.722222222
343,fruity_NN,Gustatory,0.432258065,4.25
344,city_NN,Visual,0.24705882399999998,4.529411765
345,chlorine_NN,Olfactory,0.510948905,4.055555556
346,system_NN,Visual,0.504854369,3.5333333330000003
347,almost_RB,Visual,0.288135593,2.2941176469999998
348,back_RB,Visual,0.404651163,2.78125
349,stale_JJ,Gustatory,0.306603774,3.789473684
350,beer_NN,Gustatory,0.221864952,4.526315789
351,air_NN,Haptic,0.27710843399999996,2.789473684
352,linger_VB,Visual,0.34513274299999996,3.0625
353,approach_VB,Visual,0.314685315,2.9444444439999997
354,large_JJ,Visual,0.43292682899999996,3.894736842
355,flavor_NN,Gustatory,0.576208178,4.9375
356,smoky_JJ,Olfactory,0.374193548,3.8125
357,fire_NN,Visual,0.312302839,4.545454545
358,burn_VB,Visual,0.249070632,3.8
359,substance_NN,Visual,0.18410041800000002,3.421052632
360,distinct_JJ,Visual,0.252475248,4.117647058999999
361,garbage_NN,Visual,0.312,4.578947368
362,nostril_NN,Visual,0.40268456399999997,3.529411765
363,dirty_JJ,Visual,0.321888412,4.25
364,exhaust_NN,Visual,0.341614907,3.0555555560000003
365,breeze_NN,Haptic,0.3875,3.5
366,pass_VB,Visual,0.48117154799999995,3.457142857
367,contain_VB,Visual,0.433476395,3.272727273
368,right_NN,Visual,0.36111111100000004,2.833333333
369,particular_JJ,Visual,0.14728682199999998,2.125
370,apartment_NN,Visual,0.476821192,4.222222222
371,summer_NN,Visual,0.229007634,3.904761905
372,sun_NN,Visual,0.508196721,4.7
373,strawberry_NN,Gustatory,0.302405498,4.6315789469999995
374,white_JJ,Visual,0.929292929,4.6
375,opportunity_NN,Visual,0.345238095,1.875
376,take_VB,Haptic,0.401273885,3.421052632
377,next_JJ,Visual,0.43965517200000004,3.176470588
378,human_NN,Visual,0.25589225600000004,4.722222222
379,window_NN,Visual,0.557142857,4.705882353
380,apple_NN,Gustatory,0.288732394,4.833333333
381,hell_NN,Auditory,0.224637681,2.1875
382,overwhelming_JJ,Interoceptive,0.25,3.052631579
383,however_RB,Auditory,0.446153846,1.7777777780000001
384,certain_JJ,Interoceptive,0.318965517,2.625
385,grass_NN,Visual,0.314895578,4.411669064
386,red_JJ,Visual,0.705357143,4.555555556
387,fruit_NN,Gustatory,0.25239616600000003,4.6315789469999995
388,hold_VB,Haptic,0.486842105,4.352941176
389,glass_NN,Visual,0.441926346,4.210526316
390,local_JJ,Visual,0.443708609,3.0
391,leather_NN,Visual,0.35408560299999997,4.65
392,soil_NN,Visual,0.397727273,4.176470588
393,right_RB,Visual,0.36111111100000004,2.833333333
394,remove_VB,Visual,0.34513274299999996,2.625
395,dress_VB,Visual,0.5,4.352941176
396,wind_NN,Haptic,0.42446043200000005,3.6875
397,school_NN,Visual,0.3875,3.5
398,dust_NN,Visual,0.433566434,4.0625
399,sensation_NN,Interoceptive,0.21789883300000001,4.315789474
400,soft_JJ,Haptic,0.484848485,4.526315789
401,familiar_JJ,Visual,0.088235294,3.0
402,aroma_NN,Olfactory,0.815789474,4.8947368419999995
403,book_NN,Visual,0.46354166700000005,4.5
404,mile_NN,Visual,0.8969072159999999,2.485714286
405,fishy_JJ,Olfactory,0.36,3.823529412
406,report_VB,Auditory,0.45323741,3.7058823530000002
407,sometimes_RB,Auditory,0.270588235,1.4444444440000002
408,garlic_NN,Gustatory,0.290441176,4.823529412
409,physical_JJ,Visual,0.28481012699999997,3.125
410,acrid_JJ,Olfactory,0.452380952,3.416666667
411,similar_JJ,Visual,0.219895288,3.5
412,bitter_JJ,Gustatory,0.39634146299999995,4.25
413,rather_RB,Auditory,0.272727273,0.833333333
414,area_NN,Visual,0.672566372,3.619047619
415,natural_JJ,Visual,0.151750973,3.65
416,lobby_NN,Visual,0.485507246,3.777777778
417,odd_JJ,Visual,0.202531646,3.842105263
418,rat_NN,Visual,0.443037975,3.9444444439999997
419,sensitive_JJ,Interoceptive,0.318777293,3.8181818180000002
420,death_NN,Visual,0.358851675,3.571428571
421,tell_VB,Auditory,0.5204081629999999,2.842105263
422,forest_NN,Visual,0.376237624,4.277777778
423,someone_NN,Visual,0.302222222,3.842105263
424,shape_NN,Visual,0.5228758170000001,4.705882353
425,machine_NN,Visual,0.393518519,4.3
426,emanate_VB,Visual,0.46846846799999997,3.0588235289999997
427,corps_NN,Visual,0.62244898,4.066666667
428,noisy_JJ,Auditory,0.658786939,4.752296444
429,cheese_NN,Gustatory,0.305825243,3.9375
430,carry_VB,Haptic,0.433566434,3.047619048
431,lovely_JJ,Visual,0.175213675,3.047619048
432,damp_JJ,Haptic,0.40268456399999997,3.9375
433,thick_JJ,Haptic,0.41111111100000003,4.0
434,dirt_NN,Visual,0.33962264200000003,4.052631579
435,life_NN,Visual,0.06969697,3.35
436,open_JJ,Visual,0.43511450399999996,3.411764706
437,produce_VB,Visual,0.207373272,3.7906976739999996
438,stand_VB,Visual,0.46913580200000005,4.0
439,offer_VB,Auditory,0.37209302299999997,3.4375
440,mouth_NN,Visual,0.20588235300000002,2.947368421
441,decay_NN,Visual,0.248780488,4.0625
442,form_NN,Visual,0.456140351,3.702702703
443,tasting_NN,Gustatory,0.503267974,4.823529412
444,horse_NN,Visual,0.334801762,4.647058824
445,light_NN,Visual,0.7711864409999999,4.6
446,soon_RB,Interoceptive,0.363636364,1.941176471
447,tobacco_NN,Visual,0.21739130399999998,3.764705882
448,ability_NN,Interoceptive,0.33858267700000005,2.555555556
449,own_JJ,Visual,0.214814815,2.105263158
450,hide_VB,Visual,0.52173913,3.25
451,beautiful_JJ,Visual,0.37391304299999994,4.571428571
452,sour_JJ,Gustatory,0.43624161100000003,4.125
453,want_VB,Interoceptive,0.30069930100000003,3.375
454,listen_VB,Auditory,0.7222222220000001,4.55
455,rank_NN,Visual,0.536842105,2.6842105259999998
456,simply_RB,Interoceptive,0.22033898300000002,1.8333333330000001
457,ether_NN,Olfactory,0.27972028,2.6842105259999998
458,fuel_NN,Olfactory,0.428571429,3.15
459,kitchen_NN,Visual,0.36815920399999996,4.444444444
460,immediately_RB,Visual,0.581395349,1.470588235
461,distinguish_VB,Visual,0.214285714,3.421052632
462,mold_NN,Visual,0.470588235,3.823529412
463,wake_NN,Interoceptive,0.392045455,3.9444444439999997
464,morning_NN,Visual,0.373417722,3.588235294
465,brown_JJ,Visual,0.7414965990000001,4.384615385
466,kind_NN,Visual,0.33898305100000004,3.05
467,here_RB,Visual,0.408759124,3.333333333
468,spirit_NN,Interoceptive,0.446153846,2.761904762
469,enter_VB,Visual,0.484848485,3.722222222
470,restaurant_NN,Visual,0.24701195199999998,4.294117647
471,run_VB,Visual,0.382716049,3.5555555560000003
472,sniff_VB,Olfactory,0.308357349,3.257142857
473,burnt_JJ,Olfactory,0.241106719,4.166666667
474,tea_NN,Gustatory,0.267206478,4.647058824
475,cover_VB,Visual,0.456896552,3.212121212
476,body_NN,Visual,0.22039473699999998,4.315789474
477,aware_JJ,Interoceptive,0.18972332,3.238095238
478,mix_VB,Visual,0.408759124,3.111111111
479,paint_NN,Visual,0.402912621,4.35
480,arise_VB,Interoceptive,0.31578947399999996,1.864864865
481,rubber_NN,Haptic,0.32888888899999996,4.052631579
482,ground_NN,Visual,0.352657005,4.210526316
483,skin_NN,Haptic,0.36099585100000003,4.45
484,grow_VB,Visual,0.50877193,3.105263158
485,field_NN,Visual,0.446153846,4.333333333
486,highly_RB,Visual,0.291428571,2.857142857
487,already_RB,Visual,0.32799999999999996,2.526315789
488,increase_VB,Visual,0.402985075,2.9
489,down_RB,Visual,0.36241610700000004,3.277777778
490,powerful_JJ,Interoceptive,0.231527094,3.052631579
491,recognize_VB,Visual,0.14754098400000001,3.964285714
492,bag_NN,Visual,0.4,4.441176471
493,hall_NN,Visual,0.48245614,3.75
494,fear_NN,Interoceptive,0.49738219899999997,4.75
495,nature_NN,Visual,0.18965517199999998,4.5
496,note_VB,Visual,0.48837209299999995,3.7058823530000002
497,provide_VB,Visual,0.43956044,2.05
498,foot_NN,Visual,0.44,4.1052631580000005
499,catch_VB,Visual,0.450980392,4.058823529
500,part_NN,Visual,0.41304347799999996,3.5
501,urine_NN,Visual,0.243670886,4.1428571430000005
502,bit_NN,Visual,0.36574074100000004,2.677419355
503,money_NN,Visual,0.41489361700000005,4.333333333
504,wake_VB,Interoceptive,0.392045455,3.9444444439999997
505,close_RB,Visual,0.30516431899999996,3.842105263
506,fact_NN,Visual,0.369337979,3.166666667
507,teen_NN,Visual,0.41176470600000004,3.5
508,probably_RB,Interoceptive,0.23655914,1.368421053
509,characteristic_JJ,Visual,0.263157895,2.764705882
510,remember_VB,Interoceptive,0.24427480899999998,2.470588235
511,need_VB,Interoceptive,0.316091954,3.263157895
512,sex_NN,Interoceptive,0.125603865,4.65
513,face_NN,Visual,0.5,4.95
514,appearance_NN,Visual,0.7328244270000001,4.8
515,truck_NN,Visual,0.39285714299999996,4.277777778
516,floor_NN,Visual,0.42718446600000004,4.19047619
517,play_VB,Visual,0.275510204,3.75
518,cigarette_NN,Olfactory,0.211009174,4.421052632
519,thought_NN,Interoceptive,0.48854961799999996,3.35
520,moment_NN,Visual,0.235294118,1.588235294
521,shoe_NN,Visual,0.44134078200000004,4.3888888889999995
522,baby_NN,Visual,0.213157895,4.380952381
523,idea_NN,Auditory,0.340277778,2.888888889
524,image_NN,Visual,0.776978417,4.909090909
525,experience_NN,Visual,0.058479532,3.45
526,unique_JJ,Visual,0.184065934,3.0857142860000004
527,curry_VB,Gustatory,0.330543933,4.421052632
528,depend_VB,Visual,0.30526315800000003,1.8235294119999998
529,watch_VB,Visual,0.467391304,4.833333333
530,pot_NN,Visual,0.278606965,3.9444444439999997
531,milk_NN,Gustatory,0.265384615,4.666666667
532,especially_RB,Interoceptive,0.41176470600000004,1.105263158
533,response_NN,Auditory,0.3375,3.6470588239999997
534,building_NN,Visual,0.51744186,4.5
535,crisp_JJ,Haptic,0.21875,3.15
536,far_RB,Visual,0.5784313729999999,3.75
537,experience_VB,Visual,0.058479532,3.45
538,right_JJ,Visual,0.36111111100000004,2.833333333
539,smoke_VB,Olfactory,0.372384937,4.380952381
540,dry_JJ,Haptic,0.3,3.9
